ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
11201,131,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,291,45
11201,141,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,291,40
11201,145,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,291,38
11201,147,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,291,37
11201,153,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,ROOMING HOUSE,,291,34
11201,155,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,291,33
11201,173,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,292,1
11201,174,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,15
11201,176,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,16
11201,177,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,292,49
11201,181,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,292,47
11201,184,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,19
11201,186,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,19
11201,188,AMITY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,19
11201,122,ASHLAND,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,NON-EVICT COOP/COND,2061,40
11201,88,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,284,13
11201,90,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,284,15
11201,93,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,274,13
11201,99,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,274,11
11201,148,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,285,23
11201,154,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,285,26
11201,224,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,278,26
11201,284,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,181,22
11201,288,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,181,24
11201,307,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,176,49
11201,120 TO 122,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,285,10
11201,164 TO 168,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,286,8
11201,182 TO 200,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,286,7505
11201,189 TO 191,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,276,7
11201,304 TO 306,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,182,7
11201,325 TO 327,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,176,41
11201,94 TO 106,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,284,17
11201,96,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,309,13
11201,98,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,309,14
11201,102,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,309,16
11201,108,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,309,19
11201,110,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,309,20
11201,203,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,306,29
11201,307,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,396,7504
11201,311,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,396,53
11201,319,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,396,51
11201,362,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,403,23
11201,368,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,403,28
11201,372,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,403,30
11201,375,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,397,7505
11201,377,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,397,7504
11201,129 TO 135,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,305,1
11201,134 TO 138,BALTIC,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,310,3
11201,87,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,65
11201,95,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,61
11201,97,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,60
11201,101,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,58
11201,105,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,56
11201,122,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,385,29
11201,57 TO 59,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,193,35
11201,65 TO 67,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,193,31
11201,91 TO 93,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,194,62
11201,105,BOERUM,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,187,5
11201,129,BOERUM,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,193,50
11201,388,BRIDGE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,152,7501
11201,35,CLARK,ST,116 TO 122,HICKS,ST,BROOKLYN,61,MULTIPLE DWELLING A,EVICT COOP/CONDO,,230,17
11201,60,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,236,107
11201,62,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,236,108
11201,64,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,236,109
11201,66,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,236,110
11201,12 TO 14,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,43
11201,32 TO 40,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,235,42
11201,52 TO 58,CLARK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,103
11201,94 TO 100,CLARK,ST,1,MONROE,PL,BROOKLYN,61,MULTIPLE DWELLING A,,,237,43
11201,40,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,238,65
11201,150,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,267,28
11201,156,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,267,31
11201,169,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,276,23
11201,170,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,267,38
11201,172,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,267,39
11201,173,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,276,21
11201,211,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,292,2
11201,212,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,285,29
11201,231,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,3
11201,265,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,307,6
11201,286,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,306,24
11201,288,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,306,25
11201,290,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,306,26
11201,302,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,311,27
11201,146 TO 148,CLINTON,ST,16 TO 24,AITKEN,PL,BROOKLYN,61,MULTIPLE DWELLING B,,,267,27
11201,186 TO 202,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,275,1
11201,67 TO 85,CLINTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,250,7501
11201,15,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,259,22
11201,17,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,259,21
11201,19,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,259,19
11201,20,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,17
11201,38,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,46
11201,40,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,47
11201,42,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,48
11201,44,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,48
11201,115,COLUMBIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,309,1
11201,141,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,37
11201,146,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,208,216
11201,147,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,35
11201,150,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,208,203
11201,161,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,29
11201,173,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,23
11201,187,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,15
11201,200,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,208,312
11201,210,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,208,308
11201,167 TO 171,COLUMBIA,HTS,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,234,24
11201,28 TO 34,COLUMBIA,PL,34,JORALEMON,ST,BROOKLYN,61,MULTIPLE DWELLING A,,,258,17
11201,8 TO 12,COLUMBIA,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,17
11201,133,CONCORD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,107,47
11201,109,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,295,40
11201,167,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,296,37
11201,171,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,296,35
11201,175,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,296,33
11201,177,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,296,32
11201,183,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,296,29
11201,210,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,302,9
11201,223,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,297,33
11201,198 TO 228,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,302,9
11201,78 TO 80,CONGRESS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,299,13
11201,84,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,50
11201,125,COURT,ST,211 TO 235,ATLANTIC,AVE,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,277,7501
11201,155,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,279,21
11201,157,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,279,20
11201,171,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,280,22
11201,191,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,384,7
11201,194,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,302,37
11201,196,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,302,39
11201,198,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,302,40
11201,200,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,302,41
11201,213,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,390,5
11201,240,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,312,32
11201,145 TO 147,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,278,15
11201,54 TO 56,COURT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,265,50
11201,15,CRANBERRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,COOP/CONDO PLAN FIL,,214,23
11201,80,CRANBERRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,221,20
11201,16,DEAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,280,27
11201,2 TO 4,DEAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,280,23
11201,7,DEKALB,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,149,7501
11201,74 TO 82,DEKALB,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2094,10
11201,43,DUFFIELD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,121,15
11201,81 TO 95,FLATBUSH AVENUE,EXT,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,120,45
11201,81,FLEET,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2061,110
11201,126,FRONT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,53,9
11201,195 TO 215,FRONT,ST,206 TO 220,WATER,ST,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,41,17
11201,8,GARDEN,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,261,30
11201,44,GARDEN,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,261,48
11201,49,GARDEN,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,8
11201,109,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,56,2
11201,277,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,122,5
11201,309,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,134,1
11201,235 TO 263,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,122,13
11201,329 TO 345,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2049,2
11201,89 TO 107,GOLD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,56,3
11201,27,GRACE,CT,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,251,52
11201,2 TO 30,GRACE,CT,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,252,8
11201,46,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,216,31
11201,62,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,221,27
11201,84,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,226,28
11201,115,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,37
11201,117,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,36
11201,121,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,34
11201,133,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,29
11201,140,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,129
11201,142,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,130
11201,144,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,131
11201,145,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,20
11201,152,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,,236,135
11201,236,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,253,1
11201,248,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,38
11201,252,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,40
11201,256,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,42
11201,268,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,48
11201,269,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,263,22
11201,272,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,262,50
11201,296,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,274,42
11201,305,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,275,27
11201,316,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,284,25
11201,114 TO 116,HENRY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,116
11201,92 TO 106,HENRY,ST,51,CLARK,ST,BROOKLYN,61,MULTIPLE DWELLING B,,,231,1
11201,30,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,210,10
11201,42,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,210,16
11201,43,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,216,9
11201,47,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,216,6
11201,85,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,226,7
11201,89,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,226,4
11201,93,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,226,3
11201,111,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,231,19
11201,130,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,235,44
11201,136,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,235,46
11201,150,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,235,56
11201,158,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,235,61
11201,165,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,83
11201,167,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,236,82
11201,168,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,235,66
11201,195,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,242,18
11201,205,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,242,7501
11201,222,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,247,1
11201,260,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,252,37
11201,285,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,261,15
11201,317,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,274,25
11201,414,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,304,7501
11201,428,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,309,22
11201,331 TO 337,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,274,20
11201,417 TO 431,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,305,1
11201,439 TO 445,HICKS,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,310,3
11201,365,JAY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,147,2
11201,32,JORALEMON,ST,2-6,COLUMBIA,PL,BROOKLYN,61,MULTIPLE DWELLING A,,,258,17
11201,57,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,252,47
11201,80,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,261,23
11201,87,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,253,14
11201,99,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,253,7
11201,103,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,253,6
11201,109,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,253,3
11201,129,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,254,15
11201,130,JORALEMON,ST,1 TO 9,SIDNEY,PL,BROOKLYN,61,MULTIPLE DWELLING A,,,264,9
11201,131,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,254,13
11201,136,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,264,12
11201,138,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,264,13
11201,139,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,254,10
11201,141,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,254,6
11201,20 TO 28,JORALEMON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,258,17
11201,144,LAWRENCE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,151,34
11201,107 TO 117,LAWRENCE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,148,1
11201,146 TO 148,LAWRENCE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,151,35
11201,34,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,29
11201,48,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,36
11201,54,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,39
11201,56,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,39
11201,59,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,265,6
11201,62,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,39
11201,64,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,43
11201,66,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,268,44
11201,85,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,266,12
11201,204,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,164,34
11201,234 TO 238,LIVINGSTON,ST,225,SCHERMERHORN,ST,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,165,7501
11201,86 TO 88,LIVINGSTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,269,33
11201,32,MIDDAGH,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,215,8
11201,58,MIDDAGH,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,216,14
11201,68,MIDDAGH,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,216,19
11201,16,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,238,31
11201,17,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,51
11201,20,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,238,29
11201,29,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,58
11201,30,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING B,NON-EVICT COOP/COND,,238,24
11201,33,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,60
11201,34,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,238,21
11201,23 TO 25,MONROE,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,237,54
11201,6,MONTAGUE,TER,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,208,506
11201,7,MONTAGUE,TER,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,247,19
11201,9,MONTAGUE,TER,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,247,18
11201,66,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,247,27
11201,107,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,242,11
11201,110,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,248,29
11201,118,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,248,33
11201,119,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,242,5
11201,120,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,248,34
11201,130,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,249,26
11201,132,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,249,27
11201,139,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,243,18
11201,141,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,243,17
11201,143,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,243,16
11201,146,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,249,34
11201,154,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,249,38
11201,180,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,421-A,250,30
11201,111 TO 113,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,242,8
11201,115 TO 117,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,242,6
11201,147 TO 149,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,243,13
11201,65 TO 69,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,241,8
11201,68 TO 74,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,247,28
11201,86 TO 98,MONTAGUE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,248,15
11201,180 TO 202,MYRTLE,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2061,7502
11201,202 TO 218,MYRTLE,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2061,101
11201,172 TO 180,NASSAU,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,108,12
11201,1 TO 5,OLD FULTON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,35,12
